id,title,description,category,resolution,priority,scenario_id
1804,Service on port 8080 unreachable from Pune Branch,[TCK-82168] Reported by the Pune Branch team: users at Pune Branch cannot connect to an internal service on port 8080 although it works from other sites. Please investigate and resolve.,Network,A routing change had removed the path from Pune Branch to the service subnet on port 8080; restored the missing route and confirmed connectivity from Pune Branch.,Low,8
1805,Shared mailbox access request for v.nair,[TCK-48024] Monitoring alerted us that user v.nair needs delegated access to the Delhi Sales shared mailbox to cover for a colleague on leave. Escalating for investigation.,Access Management,"Granted v.nair delegate permissions on the Delhi Sales shared mailbox, confirmed it appeared in their client, and set the access to expire when the colleague returns.",Medium,6
1806,High latency to PRD-WEB-02,"[TCK-72735] Support desk logged the following: network latency to PRD-WEB-02 has spiked to hundreds of milliseconds, degrading application response. Awaiting assignment to the right team.",Network,Traced the latency to a saturated link on the path to PRD-WEB-02; rerouted traffic over a secondary path and opened a capacity request.,High,2
1807,Disk I/O saturation on PRD-APP-03,"[TCK-41946] Flagged during routine checks: PRD-APP-03 shows near-100% disk utilization with high I/O wait, stalling every service on the host. Please confirm root cause and next steps.",Infrastructure,Traced the I/O saturation on PRD-APP-03 to verbose debug logging writing synchronously; disabled debug logging and moved logs to a dedicated volume.,High,7
1808,Offboarding access revocation for s.joshi,[TCK-14720] Monitoring alerted us that leaver s.joshi has left the company and all their access needs to be revoked immediately. Escalating for investigation.,Access Management,"Disabled the s.joshi account, revoked all group memberships and tokens, and transferred owned resources to their manager.",Medium,4
1809,orders_pg running out of connections,[TCK-74668] Reported by the Remote/WFH team: orders_pg is rejecting new connections with a 'too many connections' error during peak traffic. Please investigate and resolve.,Database,Introduced a connection pooler in front of orders_pg and lowered per-service pool sizes; connection exhaustion no longer occurs at peak.,Low,1
1810,Login broken on Vendor Portal,[TCK-29252] Reported by the Chennai Support team: no user can log in to Vendor Portal; the login page accepts credentials then redirects back to itself. Please investigate and resolve.,Application,The Vendor Portal session cookie domain was misconfigured after a deploy; corrected the cookie settings and cleared the CDN cache to fix login.,Medium,2
1811,Procurement Portal scheduled report emails not sending,[TCK-36145] Support desk logged the following: the scheduled report emails from Procurement Portal have silently stopped going out and users are not receiving their daily summaries. Awaiting assignment to the right team.,Application,"The outbound mail worker for Procurement Portal had a stuck queue after an SMTP change; updated the mailer settings, drained the queue, and confirmed reports resumed.",Medium,6
1812,Stale data shown in CRM,[TCK-88924] Issue summary: CRM is displaying data that is several hours out of date despite the source having been updated. It started earlier today and has not self-resolved.,Application,The CRM cache was not being invalidated on write; fixed the cache-busting key and reduced the TTL so users see current data.,Medium,4
1813,RAID array degraded on PRD-WEB-03,"[TCK-90849] We are observing that the storage array on PRD-WEB-03 is reporting a degraded state after a single drive failed, running without redundancy. Requesting priority attention from the relevant team.",Storage,"Replaced the failed drive in the PRD-WEB-03 array, let the array rebuild, and confirmed full redundancy was restored with no data loss.",Medium,7
1814,Cannot mount \\fs01\hr on new machines,"[TCK-59295] Support desk logged the following: recently provisioned machines fail to map the file share \\fs01\hr, though existing machines connect fine. Awaiting assignment to the right team.",Storage,The new machines were missing the updated SMB protocol setting required by \\fs01\hr; pushed the correct client configuration via policy and the share mapped successfully.,High,8
1815,DNS resolution failing for Inventory Manager,"[TCK-58121] Monitoring alerted us that clients cannot resolve the hostname for Inventory Manager, receiving NXDOMAIN responses. Escalating for investigation.",Network,"A stale DNS record for Inventory Manager was corrected on the authoritative server and the resolver caches were flushed, restoring resolution.",Medium,3
1816,Stale data shown in Vendor Portal,[TCK-95804] Flagged during routine checks: Vendor Portal is displaying data that is several hours out of date despite the source having been updated. Please confirm root cause and next steps.,Application,The Vendor Portal cache was not being invalidated on write; fixed the cache-busting key and reduced the TTL so users see current data.,High,4
1817,New joiner access request for d.mehta,"[TCK-52992] Ticket raised because new employee d.mehta needs standard access provisioned to email, HR Self-Service, and the Noida Tech Park file shares. This is impacting daily work.",Access Management,"Provisioned d.mehta with the standard role granting email, HR Self-Service, and Noida Tech Park share access, and confirmed successful first login.",Medium,0
1818,High latency to PRD-CACHE-03,"[TCK-28285] User r.sharma reports that network latency to PRD-CACHE-03 has spiked to hundreds of milliseconds, degrading application response. Kindly look into this at the earliest.",Network,Traced the latency to a saturated link on the path to PRD-CACHE-03; rerouted traffic over a secondary path and opened a capacity request.,High,2
1819,Disk I/O saturation on VM-BATCH-10,"[TCK-87554] User j.singh reports that VM-BATCH-10 shows near-100% disk utilization with high I/O wait, stalling every service on the host. Kindly look into this at the earliest.",Infrastructure,Traced the I/O saturation on VM-BATCH-10 to verbose debug logging writing synchronously; disabled debug logging and moved logs to a dedicated volume.,High,7
